,T7,F8,Cz,P4
10000,-211.56239318847656,-139.83111572265622,243.63204956054688,-83.24642944335938
10001,-176.52328491210938,-137.7442626953125,250.12451171875,-60.2310905456543
10002,-183.0494079589844,-134.65509033203122,237.16575622558597,-54.48660278320313
10003,-185.6411590576172,-144.1731414794922,233.56423950195312,-57.254127502441406
10004,-178.02671813964844,-128.24864196777344,252.3160858154297,-42.57501983642578
10005,-184.8445587158203,-137.48246765136722,242.6895904541016,-45.85491180419922
10006,-179.2384490966797,-134.64387512207028,242.3941345214844,-43.981224060058594
10007,-184.6313781738281,-141.5439910888672,238.4522857666016,-47.27233505249024
10008,-184.27609252929688,-142.68092346191406,240.9580078125,-44.452449798583984
10009,-175.333984375,-143.69818115234375,251.16046142578125,-35.77962112426758
10010,-177.2563018798828,-149.1397247314453,243.89382934570312,-38.36389541625977
10011,-181.6357269287109,-152.33734130859375,244.0322113037109,-47.42193222045898
10012,-163.3887481689453,-140.9605712890625,253.0528564453125,-38.96975708007813
10013,-139.3935546875,-139.58428955078122,257.76513671875,-38.23673629760742
10014,-186.6322326660156,-142.78564453125,250.7303771972656,-42.77323532104492
10015,-169.30526733398438,-133.92207336425778,252.2300720214844,-34.65765380859375
10016,-174.7094268798828,-118.88768005371094,261.29183959960943,-37.89266586303711
10017,-135.32827758789062,-134.78225708007812,274.14215087890625,-44.95733642578125
10018,-188.2777862548828,-132.64303588867188,249.4401092529297,-54.28464889526367
10019,-173.6809539794922,-130.94511413574222,248.95391845703125,-52.69145202636719
10020,-173.4378662109375,-129.91290283203122,253.5166015625,-45.29393005371094
10021,-168.32167053222656,-122.23114776611328,250.68174743652344,-39.78131484985352
10022,-173.95770263671875,-110.59258270263672,244.63433837890625,-38.42747116088867
10023,-181.20936584472656,-144.20680236816406,235.2471923828125,-53.79471969604492
10024,-194.7852020263672,-140.59779357910156,235.4005279541016,-52.98316192626953
10025,-192.4365539550781,-135.50032043457028,237.5247802734375,-43.54739379882813
10026,-192.5113525390625,-156.5222930908203,227.29241943359372,-49.98750305175781
10027,-201.0458068847656,-167.58865356445312,222.5016021728516,-53.50674819946289
10028,-169.2790985107422,-163.5906982421875,228.65000915527344,-47.91933822631836
10029,-206.4125518798828,-166.9453887939453,221.61151123046875,-49.96132278442383
10030,-201.1392974853516,-164.88096618652344,227.6888427734375,-42.29452896118164
10031,-211.67459106445312,-176.56068420410156,212.16452026367188,-58.21154403686523
10032,-206.5097961425781,-172.716064453125,225.1980743408203,-41.04540252685547
10033,-190.0916290283203,-156.24928283691406,234.5852203369141,-54.98027038574219
10034,-198.7756805419922,-155.83041381835938,229.1212310791016,-59.74116134643555
10035,-183.37103271484372,-171.71751403808594,230.48629760742188,-64.72644805908203
10036,-216.637451171875,-167.17352294921875,234.7198638916016,-68.1297607421875
10037,-185.12130737304688,-149.55111694335938,248.8080596923828,-55.48889541625977
10038,-189.1230010986328,-153.48548889160156,241.2646789550781,-64.10188293457031
10039,-182.6791534423828,-141.8880615234375,246.48558044433597,-63.26788711547852
10040,-181.55718994140625,-132.14936828613278,258.04562377929693,-53.50300979614258
10041,-181.77035522460938,-132.37376403808594,259.39947509765625,-47.24241638183594
10042,-170.3711395263672,-127.50814819335938,250.8014373779297,-49.63969039916992
10043,-206.01239013671875,-133.712646484375,243.3814697265625,-47.02924346923828
10044,-191.6436920166016,-129.56883239746094,244.55206298828125,-40.58539581298828
10045,-185.15870666503903,-129.82688903808594,248.8529357910156,-33.674060821533196
10046,-189.63536071777344,-133.42466735839844,238.96090698242188,-41.13515853881836
10047,-195.75010681152344,-149.04249572753906,232.76763916015625,-42.17111206054688
10048,-179.00657653808594,-136.79432678222656,253.9167633056641,-35.90678024291992
10049,-167.16978454589844,-114.27638244628906,254.91531372070312,-40.9631233215332
10050,-174.33731079101562,-148.3319091796875,243.2505798339844,-48.05958557128906
10051,-183.0662384033203,-142.7295379638672,238.23536682128903,-58.49390411376953
10052,-187.0454864501953,-136.9700927734375,249.3540954589844,-51.15996170043945
10053,-181.9405212402344,-152.08303833007812,241.9827423095703,-47.70429229736328
10054,-149.7811279296875,-133.48825073242188,255.31175231933597,-40.60970306396485
10055,-191.9447479248047,-145.56439208984375,238.680419921875,-60.5059700012207
10056,-180.2650451660156,-164.79869079589844,233.93821716308597,-65.59971618652344
