,T7,F8,Cz,P4
11000,457.6702575683594,-1004.4810180664062,508.47491455078125,187.0828857421875
11001,433.7610778808594,-1013.7410278320312,507.5885620117188,186.1778259277344
11002,435.2570495605469,-1009.79541015625,508.2318420410156,188.55267333984372
11003,444.8311767578125,-1006.8820190429688,512.4541625976561,190.84523010253903
11004,439.0867004394531,-1011.9832763671876,505.5316162109375,184.1433258056641
11005,428.7047424316406,-1014.6909790039062,510.090576171875,190.7367706298828
11006,427.0741271972656,-1002.3978881835938,508.5310363769531,192.1766357421875
11007,443.44366455078125,-1008.0152587890624,507.31182861328125,189.4951171875
11008,437.4486083984375,-1007.5327758789062,508.35150146484375,194.0316162109375
11009,435.9601440429688,-1009.877685546875,504.5442810058594,189.64471435546875
11010,441.0576171875,-1006.5005493164062,503.8673706054688,191.30897521972656
11011,446.6263427734375,-1001.5714111328124,508.48614501953125,201.5824737548828
11012,442.0412292480469,-1007.3869018554688,505.1090087890625,200.28472900390625
11013,443.6381530761719,-1013.9429931640624,504.821044921875,200.80831909179688
11014,435.8629150390625,-1009.2868041992188,511.75482177734375,202.07614135742188
11015,439.93939208984375,-1006.4182739257812,510.84228515625,200.8980712890625
11016,442.4376525878906,-1002.85791015625,517.9967041015625,194.64495849609372
11017,431.8238220214844,-1012.6265258789062,508.8713684082031,188.26095581054688
11018,438.17041015625,-1011.2577514648438,510.36358642578125,189.2520294189453
11019,444.7750854492188,-1007.4916381835938,510.8161010742188,186.21148681640625
11020,445.03314208984375,-1016.2916259765624,508.7591552734375,178.5521697998047
11021,441.6597595214844,-1017.3948974609376,511.4182434082031,185.4448089599609
11022,430.8364868164063,-1009.5972290039062,512.8206787109375,187.41574096679688
11023,442.2618713378906,-1011.9271850585938,519.9489135742189,196.94874572753903
11024,437.5084533691406,-1019.7921752929688,511.17138671875,191.0583953857422
11025,422.6610412597656,-1015.5249633789062,509.75396728515625,183.78428649902344
11026,421.3707885742188,-1013.8233032226562,503.306396484375,182.2808532714844
11027,439.3709411621094,-1005.0083618164062,514.7916259765625,200.58392333984372
11028,436.32666015625,-1015.4912719726562,512.932861328125,197.83135986328125
11029,424.0074157714844,-1018.4234008789062,506.3656311035156,186.5780029296875
11030,428.2858581542969,-1015.6446533203124,506.0477294921875,186.0282287597656
11031,434.22857666015625,-1008.45654296875,505.0491943359375,185.57196044921875
11032,437.0484619140625,-1017.211669921875,508.14208984375,189.7569122314453
11033,436.0835571289063,-1025.39453125,509.387451171875,187.41574096679688
11034,429.3479919433594,-1018.198974609375,495.7966613769531,179.154296875
11035,427.6837463378906,-1004.5520629882812,494.2109375,177.90890502929688
11036,438.6117248535156,-1006.2163696289062,501.7655334472656,180.2351226806641
11037,422.0589294433594,-1019.4144287109376,495.7518005371094,171.93255615234375
11038,435.7394714355469,-1019.0890502929688,493.22735595703125,163.50282287597656
11039,423.97003173828125,-1003.9125366210938,487.3033447265625,165.5410614013672
11040,430.9449462890625,-1011.1231079101562,499.15509033203125,165.69065856933594
11041,425.5183410644531,-1025.532958984375,492.6925354003906,155.36105346679688
11042,429.7257385253906,-1025.7161865234377,493.2497863769531,166.83132934570312
11043,433.9779968261719,-1023.3114013671876,499.2485961914063,173.08444213867188
11044,425.9671325683594,-1026.060302734375,492.08294677734375,169.31088256835938
11045,417.4812927246094,-1031.57666015625,491.3985595703125,172.35890197753906
11046,419.2203369140625,-1028.8128662109377,497.027099609375,181.9405212402344
11047,425.4435424804688,-1029.2391357421877,491.53692626953125,182.9577789306641
11048,420.7462158203125,-1027.9713134765623,491.9595336914063,179.17674255371094
11049,419.0370788574219,-1044.7186279296877,490.3663330078125,178.88128662109375
11050,426.6515197753906,-1036.344970703125,492.3447265625,180.36602783203125
11051,424.0298461914063,-1032.964111328125,485.92706298828125,174.76365661621094
11052,424.0934448242188,-1036.0943603515623,489.4201354980469,172.5720672607422
11053,416.50518798828125,-1035.0472412109377,488.3692321777344,172.25791931152344
11054,415.046630859375,-1033.9552001953123,482.3928527832031,160.57447814941406
11055,427.9642333984375,-1021.8173217773438,497.4908447265625,167.36239624023438
11056,426.2962341308594,-1034.7947998046877,489.5921630859375,163.03158569335938
11057,413.2589416503906,-1040.3822021484377,493.025390625,147.00611877441406
11058,425.4697265625,-1029.8505859375,492.6439208984375,150.4655303955078
11059,427.6089477539063,-1031.197021484375,491.4508972167969,154.80006408691406
11060,429.9725646972656,-1022.161376953125,490.5234069824219,153.6332244873047
11061,411.11224365234375,-1034.9481201171877,484.89111328125,151.52391052246094
11062,411.5086669921875,-1026.7689208984377,485.6353454589844,160.9222869873047
11063,420.94818115234375,-1026.540771484375,490.51593017578125,171.77548217773438
11064,413.7039794921875,-1024.427734375,490.54583740234375,182.7857360839844
11065,408.3559265136719,-1040.0306396484377,494.91778564453125,181.8694610595703
11066,411.0374450683594,-1029.132568359375,495.6620178222656,186.0357208251953
11067,418.1619567871094,-1026.2154541015623,497.1392822265625,192.4234619140625
11068,412.4548645019531,-1033.35498046875,496.3501586914063,187.95802307128903
11069,410.7158203125,-1036.212158203125,492.70751953125,187.206298828125
11070,416.31817626953125,-1032.11328125,490.0035705566406,186.865966796875
11071,413.8872375488281,-1034.4095458984377,480.0442199707031,180.8409881591797
11072,418.8463439941406,-1034.4881591796877,490.16436767578125,175.5415496826172
11073,409.69482421875,-1037.2967529296877,484.0945129394531,172.08963012695312
11074,417.10357666015625,-1028.7548828125,483.80279541015625,173.0545196533203
11075,411.6620178222656,-1022.0753784179688,485.7026672363281,167.029541015625
11076,417.4738159179688,-1026.376220703125,490.06341552734375,165.2605743408203
11077,416.8006286621094,-1026.8363037109377,491.85107421875,162.52296447753906
11078,415.67864990234375,-1022.7672729492188,496.4062805175781,160.72781372070312
11079,429.5686340332031,-1018.6683349609376,499.7198181152344,169.26600646972656
11080,432.5867614746094,-1017.5276489257812,505.3782958984375,167.38856506347656
11081,428.087646484375,-1016.82080078125,510.7787170410156,172.26913452148438
11082,427.4256896972656,-1014.3113403320312,511.4556274414063,175.14138793945312
11083,439.0044250488281,-1010.481689453125,511.1564331054688,183.9451141357422
11084,436.2742919921875,-1014.8424072265624,515.5470581054689,186.58921813964844
11085,424.39263916015625,-1025.9425048828123,509.9110412597656,186.08433532714844
11086,431.3787536621094,-1022.1539306640624,509.9708862304688,192.52818298339844
11087,440.3619995117188,-1022.5540771484376,511.2424621582031,194.47293090820312
11088,432.0706481933594,-1026.2977294921877,505.0978088378906,188.2310333251953
11089,426.7300720214844,-1029.5439453125,502.7304382324219,183.3579406738281
11090,424.8414001464844,-1022.5204467773438,500.6174011230469,188.3394927978516
11091,436.1620788574219,-1013.006103515625,500.924072265625,188.80697631835938
11092,436.5697326660156,-1015.915771484375,504.6041259765625,184.04608154296875
11093,436.75299072265625,-1018.627197265625,502.3302612304688,185.48968505859372
11094,435.7544555664063,-1011.360595703125,502.5135192871094,185.4635162353516
11095,447.83056640625,-996.0120239257812,515.7340698242189,194.98529052734372
11096,446.903076171875,-996.7936401367188,521.9310913085939,193.24624633789062
11097,436.6258544921875,-1008.2116088867188,519.1298828125,192.2850799560547
11098,441.4690246582031,-1003.9406127929688,521.3551635742189,195.71083068847656
11099,448.30181884765625,-998.9179077148438,525.491455078125,196.9973602294922
11100,451.1665649414063,-999.6734008789062,533.2517700195311,203.97601318359372
11101,442.3291931152344,-1005.7843627929688,531.3892822265625,196.24937438964844
11102,441.8429870605469,-997.7548217773438,536.9580078125,201.7919158935547
11103,450.5457458496094,-996.1878051757812,534.3624877929689,204.8548889160156
11104,451.1927490234375,-993.5811157226562,541.464599609375,207.3456573486328
11105,453.10009765625,-997.9829711914062,541.0494384765625,207.0128173828125
11106,450.0333862304688,-996.430908203125,534.9683837890625,206.10775756835938
11107,453.29083251953125,-1004.1126708984376,530.7984008789061,205.3934326171875
11108,447.5314025878906,-1006.0723266601562,525.678466796875,206.77719116210938
11109,442.7518005371094,-1013.731689453125,527.226806640625,197.1394805908203
11110,441.1810302734375,-1018.1298217773438,518.1687622070311,193.07046508789062
11111,435.0999755859375,-1009.3260498046876,508.8750915527344,179.77511596679688
11112,430.8701477050781,-1014.8798217773438,504.8547058105469,175.72854614257812
11113,418.86505126953125,-1024.050048828125,498.69134521484375,168.48062133789062
11114,415.2485656738281,-1024.214599609375,494.42413330078125,168.5180206298828
11115,422.3618469238281,-1016.525390625,499.53656005859375,169.9541473388672
11116,420.10296630859375,-1018.3616943359376,507.3080749511719,173.33876037597656
11117,414.61651611328125,-1024.61474609375,504.7238159179688,168.49183654785156
11118,422.9714660644531,-1017.9839477539062,504.68267822265625,170.95643615722656
11119,418.4536743164063,-1013.978515625,504.3722534179688,170.49269104003906
11120,424.5646667480469,-1022.898193359375,503.1679992675781,169.6175537109375
11121,409.5826110839844,-1023.7695922851562,500.067626953125,161.7338409423828
11122,414.0218811035156,-1015.4744873046876,508.2206115722656,166.04220581054688
11123,420.90704345703125,-1010.7210693359376,512.21484375,170.12991333007812
11124,424.49359130859375,-1017.72216796875,515.95849609375,174.00819396972656
11125,413.7264404296875,-1026.1668701171877,510.7076416015625,175.1264190673828
11126,417.9562683105469,-1022.898193359375,513.23583984375,176.5662841796875
11127,419.3998718261719,-1020.1567993164062,507.9513549804688,178.24923706054688
11128,422.40673828125,-1029.1624755859377,504.4881896972656,183.88526916503903
11129,417.5,-1036.6160888671877,500.3481140136719,176.46531677246094
11130,421.9130859375,-1031.2493896484377,498.6315002441406,181.67872619628903
11131,429.46392822265625,-1027.93212890625,495.5348815917969,176.2745819091797
11132,421.9916076660156,-1029.3980712890623,493.4405212402344,175.5490264892578
11133,415.1363830566406,-1033.3961181640623,491.8435974121094,170.84423828125
11134,411.1945190429688,-1032.10205078125,493.56768798828125,170.08877563476562
11135,424.2467651367188,-1023.3768920898438,491.8959655761719,171.3902587890625
11136,423.5025329589844,-1029.4580078125,494.91778564453125,166.89865112304688
11137,416.4528198242188,-1031.208251953125,494.4503173828125,163.05776977539062
11138,415.7572021484375,-1032.47607421875,496.7877502441406,168.90322875976562
11139,420.61907958984375,-1023.2646484375,496.7466125488281,168.8994903564453
11140,425.5856628417969,-1028.06298828125,499.7198181152344,163.7197265625
11141,425.8212585449219,-1028.0928955078123,505.6064147949219,175.8856201171875
11142,428.8094482421875,-1017.88671875,505.8906555175781,183.20460510253903
11143,440.8706359863281,-1013.193115234375,510.9021301269531,189.62228393554688
11144,435.8217468261719,-1016.7871704101562,520.6408081054689,193.55291748046875
11145,436.54730224609375,-1022.3147583007812,519.7581787109375,196.05490112304688
11146,425.63427734375,-1017.8455810546876,508.1121520996094,203.3252716064453
11147,434.8755798339844,-1016.8469848632812,510.52813720703125,201.3281707763672
11148,436.9437255859375,-1021.701416015625,509.1855163574219,194.9553680419922
11149,433.7311706542969,-1023.1786499023438,513.8491821289061,199.2936553955078
11150,431.24786376953125,-1014.3562622070312,510.8759460449219,198.743896484375
11151,437.594482421875,-1011.1287231445312,512.8992309570311,200.41189575195312
11152,432.9009094238281,-1014.412353515625,509.1294250488281,194.52902221679688
