,T7,F8,Cz,P4
2000,-120.82307434082031,99.48507690429688,112.56163787841795,-112.02496337890624
2001,-109.3565444946289,110.5290069580078,126.64610290527344,-98.04521942138672
2002,-87.30609130859375,127.37725067138672,149.61282348632812,-87.39772033691406
2003,-92.24650573730469,119.22801208496094,128.62077331542972,-103.52043151855469
2004,-100.63510131835938,97.92179870605469,131.67253112792972,-97.22618103027344
2005,-110.82258605957031,117.61237335205078,132.45416259765622,-103.6064453125
2006,-87.65764617919922,130.20835876464844,158.7344512939453,-85.6998062133789
2007,-112.50927734375,122.32838439941406,131.6239013671875,-108.39352416992188
2008,-111.40975189208984,106.3459243774414,123.09132385253906,-101.29145050048828
2009,-112.0679702758789,129.78761291503906,144.6368865966797,-81.21940612792969
2010,-96.33047485351562,134.3876953125,157.56198120117188,-77.55056762695312
2011,-111.16665649414062,113.32831573486328,142.03392028808594,-94.79150390625
2012,-120.44908905029295,88.18122863769531,124.18338012695312,-104.72093963623048
2013,-101.43917846679688,118.82223510742188,144.04598999023438,-89.10311889648438
2014,-82.12633514404297,129.06207275390622,164.51446533203125,-85.45297241210938
2015,-94.6849136352539,112.35968780517578,147.0079803466797,-97.28227996826172
2016,-92.46715545654295,107.90546417236328,145.06698608398438,-92.1174774169922
2017,-95.0663833618164,117.67407989501952,154.32696533203125,-85.46419525146484
2018,-78.71554565429688,133.48263549804688,166.1787109375,-77.43836975097656
2019,-104.7602081298828,114.34183502197266,147.80458068847656,-83.24269104003906
2020,-117.14675903320312,109.39020538330078,123.85052490234376,-103.47555541992188
2021,-89.9389877319336,136.90464782714844,147.269775390625,-73.38057708740234
2022,-92.0333251953125,121.66455841064452,152.34857177734375,-85.2771987915039
2023,-105.20899200439452,109.7567138671875,123.62612915039062,-97.98912048339844
2024,-116.69049072265624,107.56513214111328,111.98756408691406,-93.72189331054688
2025,-94.32588958740234,124.35354614257812,133.69767761230472,-90.98428344726562
2026,-81.3746109008789,135.18429565429688,164.8136444091797,-65.36971282958984
2027,-101.50275421142578,122.3078155517578,130.5374755859375,-103.25863647460938
2028,-115.3366470336914,109.15833282470705,113.3189697265625,-111.35552215576172
2029,-107.07520294189452,137.16270446777344,135.57138061523438,-96.05558776855469
2030,-85.99339294433594,149.75120544433594,169.03225708007812,-79.60376739501953
2031,-109.90631103515624,126.1374740600586,141.2073974609375,-100.90250396728516
2032,-91.30030822753906,126.6984634399414,142.75572204589844,-84.52922058105469
2033,-100.69493865966795,127.94384765625,143.21946716308594,-103.70742797851562
2034,-90.3615951538086,146.9387969970703,171.23880004882812,-74.62222290039062
2035,-109.18824768066406,130.89088439941406,141.3046417236328,-88.72538757324219
2036,-109.43134307861328,117.83116149902344,140.57162475585938,-82.21796417236328
2037,-99.18401336669922,132.54766845703122,137.40766906738278,-93.9275894165039
2038,-85.70541381835938,134.70558166503906,152.51686096191406,-79.94036102294922
2039,-108.6497039794922,118.530517578125,126.76764678955078,-94.45491027832031
2040,-111.6827621459961,117.2402572631836,119.56085968017578,-99.16344451904295
2041,-84.2206802368164,136.90090942382812,146.07675170898438,-75.5235366821289
2042,-75.61516571044922,145.51763916015625,156.425048828125,-78.96424865722656
2043,-91.81267547607422,122.9024658203125,139.15419006347656,-92.162353515625
2044,-104.74150848388672,117.99197387695312,128.67874145507812,-102.35358428955078
2045,-76.90543365478516,134.73924255371094,143.6271209716797,-85.16126251220703
2046,-77.58609771728516,154.38119506835938,164.33868408203125,-78.0479736328125
2047,-107.11260223388672,123.05580139160156,132.81880187988278,-108.69644927978516
2048,-106.64885711669922,117.60676574707031,125.66063690185548,-102.66399383544922
2049,-94.90930938720705,130.66275024414062,138.96720886230472,-99.88524627685548
2050,-86.36737823486328,154.6953582763672,165.9692840576172,-84.7723159790039
2051,-86.76754760742188,138.93540954589844,139.57305908203122,-104.1636962890625
2052,-112.4644012451172,133.3779296875,134.17265319824222,-99.85906982421876
2053,-95.96022033691406,138.0789794921875,149.21826171875,-82.49097442626953
2054,-74.39969635009766,159.6020965576172,170.77879333496094,-72.07909393310547
2055,-95.44037628173828,129.76518249511722,143.43638610839844,-93.83782958984376
2056,-101.05022430419922,117.79376220703124,141.28219604492188,-95.1767120361328
2057,-101.19982147216795,123.62800598144531,148.8031463623047,-93.03375244140624
2058,-93.7948226928711,154.6093292236328,158.9457550048828,-88.17935943603516
2059,-108.92271423339844,132.14375305175778,139.475830078125,-92.57374572753906
2060,-108.09619903564452,130.37852478027344,141.31211853027344,-98.11627197265624
2061,-87.56788635253906,148.68907165527344,151.6791229248047,-81.1633071899414
2062,-92.6504135131836,142.6528778076172,157.96963500976562,-89.52198791503906
