,T7,F8,Cz,P4
6000,401.4427185058594,-1035.567138671875,547.5942993164061,206.9473571777344
6001,404.9657287597656,-1038.5814208984377,548.0468139648439,210.7358856201172
6002,398.7986145019531,-1047.7591552734377,550.7470092773439,206.26670837402344
6003,398.5256042480469,-1041.8763427734377,552.57958984375,211.56988525390625
6004,399.348388671875,-1041.8089599609377,553.1405639648439,219.28155517578125
6005,403.1032409667969,-1043.091796875,547.216552734375,218.3690185546875
6006,389.6582946777344,-1050.5753173828123,542.9381103515625,210.78076171875
6007,395.37286376953125,-1049.9881591796877,542.0031127929689,210.6573486328125
6008,407.4078674316406,-1049.9993896484377,547.7700805664061,214.53561401367188
6009,407.1984252929688,-1049.9881591796877,543.3831787109375,209.4493560791016
6010,392.4595031738281,-1051.15869140625,544.0189208984375,203.97039794921875
6011,400.2534484863281,-1047.6395263671877,540.2528686523439,210.79571533203125
6012,406.297119140625,-1038.0877685546877,541.9171142578125,207.7664031982422
6013,405.43695068359375,-1041.3751220703123,545.3316650390625,206.0647430419922
6014,398.4021911621094,-1049.629150390625,543.0802001953125,196.8346710205078
6015,398.91455078125,-1045.4853515625,544.4752197265625,200.44741821289062
6016,402.5310363769531,-1034.1907958984377,544.2171630859375,191.6511688232422
6017,410.1080932617188,-1035.7391357421877,545.0586547851561,196.02685546875
6018,402.1458435058594,-1044.3072509765623,547.9533081054689,197.21987915039062
6019,401.8241882324219,-1036.344970703125,555.5228881835939,204.28456115722656
6020,405.94183349609375,-1029.9833984375,554.6776733398439,209.0005645751953
6021,412.9354553222656,-1033.7420654296877,553.6005859375,210.03277587890625
6022,402.5310363769531,-1033.2745361328123,553.4883422851561,209.0417022705078
6023,391.8125,-1032.05908203125,554.8085327148439,214.66651916503903
6024,401.01263427734375,-1032.201171875,546.711669921875,213.81007385253903
6025,399.5914916992188,-1030.308837890625,548.9107055664061,212.5011138916016
6026,394.2135009765625,-1037.8072509765623,544.3480224609375,213.0583648681641
6027,392.212646484375,-1033.917724609375,543.4542236328125,214.40472412109372
6028,400.3656311035156,-1030.6602783203123,544.8941040039061,215.2835998535156
6029,402.4039001464844,-1034.654541015625,541.5880126953125,212.5085906982422
6030,395.3149108886719,-1037.575439453125,540.8306884765625,212.70867919921875
6031,390.41937255859375,-1034.43017578125,540.5763549804689,207.59249877929688
6032,403.9540710449219,-1026.2734375,541.0700073242189,215.3602752685547
6033,401.9382629394531,-1026.916748046875,536.2156372070311,211.02572631835938
6034,399.3465270996094,-1032.9117431640623,532.9768676757811,202.69696044921875
6035,403.9092102050781,-1030.877197265625,537.6817016601561,206.28353881835938
6036,414.11163330078125,-1028.0947265625,544.7239379882811,210.1468505859375
6037,414.12286376953125,-1026.8680419921877,543.396240234375,212.2636260986328
6038,409.2759399414063,-1028.3902587890623,547.4390869140625,214.0849609375
6039,404.11114501953125,-1026.6324462890623,546.8145141601561,213.26593017578125
6040,406.6243591308594,-1020.6785278320312,547.4278564453125,211.2538604736328
6041,413.3150329589844,-1019.724853515625,549.4661254882811,215.5173492431641
6042,401.19775390625,-1031.6925048828123,551.3023681640625,201.53012084960938
6043,402.0130615234375,-1028.6258544921877,550.7863159179689,206.9305419921875
6044,404.2532653808594,-1028.8502197265623,547.5176391601561,211.25759887695312
6045,400.9322204589844,-1024.369873046875,546.8556518554689,206.85198974609372
6046,393.6394348144531,-1030.3125,544.0806274414061,199.73497009277344
6047,394.166748046875,-1028.4837646484377,537.6854248046875,199.39463806152344
6048,401.04443359375,-1026.980224609375,537.5732421875,201.2945098876953
6049,403.41552734375,-1026.9990234375,539.3085327148439,201.51515197753903
6050,388.51202392578125,-1036.060791015625,532.1242065429689,194.3345489501953
6051,391.0364685058594,-1029.912353515625,537.4759521484375,199.0617828369141
