,T7,F8,Cz,P4
0,-187.5503692626953,-130.80113220214844,223.8760223388672,-55.20466232299805
1,-193.08917236328125,-121.11105346679688,226.29946899414062,-61.708351135253906
2,-194.52528381347656,-132.15496826171878,224.94937133789062,-56.16581726074219
3,-191.2678375244141,-137.88076782226562,210.2665252685547,-55.23084259033203
4,-183.55990600585938,-135.35258483886722,217.0020904541016,-54.2509880065918
5,-189.48390197753903,-135.52088928222656,220.73825073242188,-47.71364212036133
6,-194.81326293945312,-119.716064453125,227.08111572265625,-43.266902923583984
7,-195.40415954589844,-129.60810852050778,220.15855407714844,-37.94502639770508
8,-182.09011840820312,-123.53450775146484,230.86962890625,-41.04914093017578
9,-187.2436981201172,-132.39433288574222,232.79568481445312,-45.62303924560547
10,-181.3047332763672,-119.10646057128906,243.8470916748047,-39.3961067199707
11,-185.4186248779297,-107.00788879394531,244.22482299804688,-39.24650955200195
12,-181.8320617675781,-110.39997863769531,240.3689727783203,-46.36727905273438
13,-186.73133850097656,-119.36077880859376,243.06170654296875,-55.83296585083008
14,-175.11520385742188,-113.77336883544922,253.7279052734375,-37.0960693359375
15,-187.40077209472656,-118.03311157226562,235.8399658203125,-51.96965026855469
16,-193.20135498046875,-125.6924285888672,229.57937622070312,-58.45837783813477
17,-192.0532073974609,-120.17981719970705,237.58274841308597,-51.1693115234375
18,-191.9185791015625,-129.10694885253906,237.67999267578125,-46.87964630126953
19,-198.49331665039062,-128.44873046875,222.32769775390625,-47.145179748535156
20,-197.18435668945312,-145.55503845214844,214.8965148925781,-48.49528121948242
21,-201.47776794433597,-142.39108276367188,214.94888305664062,-46.27752304077149
22,-178.87754821777344,-135.26283264160156,221.8377685546875,-38.96601867675781
23,-203.6880340576172,-138.99899291992188,204.18919372558597,-47.605186462402344
24,-197.01231384277344,-128.48612976074222,211.9232940673828,-45.48466491699219
25,-193.85958862304688,-129.83250427246094,224.13034057617188,-36.665977478027344
26,-196.1745758056641,-135.70039367675778,223.39356994628903,-51.6031379699707
27,-189.1622772216797,-126.95277404785156,226.01150512695312,-44.684326171875
28,-186.185302734375,-125.78592681884766,224.27993774414062,-48.027793884277344
29,-184.56593322753903,-124.64151763916016,238.4952850341797,-50.41385269165039
30,-182.92037963867188,-136.93830871582028,233.74935913085938,-59.27367401123047
31,-179.08697509765625,-131.97920227050778,234.83392333984372,-49.43025588989258
32,-188.5638885498047,-139.0887451171875,218.18389892578125,-75.22808837890625
33,-172.70297241210938,-116.48853302001952,243.69749450683597,-49.2507438659668
34,-181.36083984375,-120.20973205566406,245.68338012695312,-50.10343933105469
35,-184.7117919921875,-117.14675903320312,240.18946838378903,-51.40866470336914
36,-189.21836853027344,-121.9001693725586,237.49673461914062,-50.94491577148438
37,-183.9525909423828,-110.9198226928711,241.28900146484372,-51.9023323059082
38,-185.77392578125,-119.47297668457031,245.2607727050781,-45.1181526184082
39,-162.76231384277344,-113.41433715820312,239.9127197265625,-40.37596130371094
40,-191.48849487304688,-119.3308563232422,227.9076385498047,-49.37416076660156
41,-191.8250732421875,-132.44294738769528,226.4303741455078,-51.23289108276367
42,-188.15997314453125,-118.68011474609376,230.2263641357422,-45.47344207763672
43,-196.1110076904297,-127.77555084228516,216.44483947753903,-52.85974502563477
44,-188.6125030517578,-122.02732849121094,213.2023468017578,-35.88059997558594
45,-196.4139404296875,-137.61897277832028,211.85972595214844,-47.15266036987305
46,-186.8697052001953,-133.82670593261722,224.4968414306641,-44.73294448852539
47,-182.13873291015625,-137.70498657226562,215.7342529296875,-50.60832595825195
48,-178.25672912597656,-133.60980224609378,220.2782440185547,-48.29332733154297
49,-181.9105987548828,-131.83708190917972,233.5773162841797,-53.04299926757813
50,-180.1939849853516,-126.71341705322266,232.0290069580078,-53.7872428894043
51,-175.5527801513672,-132.0577392578125,233.9326171875,-55.8067855834961
52,-180.0406494140625,-131.20878601074222,232.148681640625,-58.70146942138672
53,-179.6217803955078,-130.48324584960938,238.7309112548828,-63.03227233886719
54,-173.74266052246094,-112.91319274902344,243.70123291015625,-58.417236328125
55,-171.16961669921875,-117.50578308105469,235.8025665283203,-60.60881805419922
