,T7,F8,Cz,P4
2000,136.51756286621094,-119.8263931274414,124.13475799560548,517.4600219726561
2001,122.77717590332031,-122.65750122070312,123.38677978515624,510.7843017578125
2002,113.50970458984376,-129.19857788085938,117.9975814819336,505.4736633300781
2003,129.10134887695312,-126.09446716308594,125.73543548583984,513.2937622070311
2004,141.83570861816406,-121.88333892822266,123.34564208984376,516.1361083984375
2005,137.30668640136722,-131.22186279296878,120.0844497680664,506.24407958984375
2006,128.24490356445312,-134.39704895019528,120.73892974853516,499.45989990234375
2007,132.33636474609378,-128.48800659179688,122.74725341796876,499.8862609863281
2008,138.73533630371094,-121.53553009033205,124.07492065429688,502.9454956054688
2009,124.70696258544922,-130.11485290527344,118.89141845703124,497.6610107421875
2010,119.76468658447266,-126.00657653808594,116.97097778320312,484.6480102539063
2011,129.6866455078125,-113.87808227539062,123.22409057617188,496.27911376953125
2012,140.39772033691406,-114.2296371459961,128.22807312011722,503.1231384277344
2013,134.53729248046878,-121.44390106201172,123.8523941040039,493.2460632324219
2014,128.80027770996094,-129.03590393066406,121.07365417480469,486.7984619140625
2015,135.17308044433594,-130.36355590820312,124.63029479980469,493.201171875
2016,142.72019958496094,-126.65357971191406,125.06038665771484,506.676025390625
2017,125.38949584960938,-127.33798217773438,122.13204193115234,505.8009033203125
2018,112.16520690917969,-126.86675262451172,118.03311157226562,490.76275634765625
2019,119.13638305664062,-127.36416625976562,121.08860778808594,499.4169006347656
2020,128.95736694335938,-123.65044403076172,125.995361328125,516.2015380859375
2021,132.63742065429688,-121.2045440673828,123.27645111083984,509.1817626953125
2022,120.396728515625,-133.18717956542972,117.48334503173828,494.8579406738281
2023,130.71885681152344,-124.5704574584961,119.15882110595705,503.800048828125
2024,138.39312744140622,-116.86626434326172,127.33424377441406,515.5770263671875
2025,130.94699096679688,-118.99427032470705,126.89667510986328,511.1676635742188
2026,113.73223114013672,-121.77301025390624,121.87399291992188,495.63958740234375
2027,122.43871307373048,-118.21636962890624,125.31095886230469,501.07366943359375
2028,140.96243286132812,-111.37235260009766,131.43316650390622,508.4263000488281
2029,137.20758056640622,-119.81704711914062,123.74019622802734,502.8351440429688
2030,131.46308898925778,-124.11418914794922,120.94649505615234,494.6260681152344
2031,138.17994689941406,-120.7557601928711,126.94529724121094,502.7491455078125
2032,141.5907440185547,-113.72100830078124,130.98065185546878,514.2642822265625
2033,136.160400390625,-114.7345199584961,126.22349548339844,497.95458984375
2034,120.28079223632812,-123.27645111083984,123.60930633544922,486.58154296875
2035,132.81694030761722,-119.68614959716795,122.86506652832031,489.2144470214844
2036,146.82659912109375,-110.1568832397461,124.68639373779295,500.6585388183594
2037,130.28501892089844,-115.1982650756836,118.90451049804688,500.3369140625
2038,121.29056549072266,-118.64645385742188,120.38551330566406,497.0458068847656
2039,130.98065185546878,-116.14820098876952,125.60640716552734,508.9798278808594
2040,139.563720703125,-117.87603759765624,125.81958770751952,522.3798828125
2041,126.39179229736328,-130.74128723144528,117.43473052978516,504.8846130371094
2042,120.00778198242188,-128.35150146484378,115.1758270263672,504.151611328125
2043,131.51171875,-125.52039337158205,121.20829010009766,509.739013671875
2044,138.99151611328122,-115.24688720703124,122.9249038696289,514.316650390625
2045,130.67022705078122,-121.9674835205078,121.76553344726562,502.7566223144531
2046,128.14205932617188,-124.26378631591795,122.14700317382812,500.0713806152344
2047,129.80632019042972,-123.44474792480469,123.3662109375,500.1349487304688
2048,135.73405456542972,-110.4336395263672,125.88690185546876,509.3687744140625
2049,134.76542663574222,-113.52653503417969,127.52497863769531,506.99017333984375
2050,118.84467315673828,-126.33194732666016,128.41880798339844,495.7031555175781
2051,121.26438903808594,-129.06207275390622,120.9764175415039,492.9692993164063
2052,135.82382202148438,-112.95433044433594,130.96942138671878,498.2687377929688
2053,135.55455017089844,-117.29261016845705,124.40589904785156,492.0455627441406
2054,127.85782623291016,-125.50169372558594,121.32796478271484,474.0117492675781
2055,126.86675262451172,-122.40879821777344,119.40565490722656,478.5819091796875
2056,134.54850769042972,-120.49022674560548,123.17547607421876,497.6553955078125
2057,121.1783676147461,-120.32941436767578,121.01007080078124,494.8429870605469
2058,118.0443344116211,-121.47382354736328,119.94419860839844,494.1211853027344
2059,126.49276733398438,-116.93732452392578,119.9965591430664,507.1435241699219
2060,130.83479309082028,-114.26703643798828,121.13349151611328,510.1279602050781
2061,118.8484115600586,-116.24543762207031,121.8590316772461,504.3797302246094
2062,113.51905059814452,-124.974365234375,118.01067352294922,501.5448913574219
2063,123.43352508544922,-126.26837158203124,122.41627502441406,508.7516784667969
2064,133.4901123046875,-115.3590850830078,127.51375579833984,515.6181640625
2065,124.65647888183594,-115.53485870361328,129.65298461914062,507.0201110839844
2066,119.08028411865234,-116.91114044189452,121.30178833007812,493.5041198730469
2067,129.40614318847656,-112.00439453125,129.66419982910156,499.1064758300781
2068,140.43511962890622,-112.7860336303711,123.33255004882812,502.3564453125
2069,131.6239013671875,-113.94914245605469,132.13627624511722,503.05206298828125
2070,123.46344757080078,-120.4977035522461,123.35872650146484,489.50616455078125
2071,129.67915344238278,-118.67637634277344,123.67288208007812,491.70147705078125
2072,138.15377807617188,-112.74115753173828,122.943603515625,493.0440979003906
2073,129.35005187988278,-110.70664978027344,119.3121566772461,474.7485046386719
2074,118.0069351196289,-120.47900390625,113.24230194091795,467.7960510253906
2075,127.97377014160156,-111.71268463134766,113.70230865478516,477.7740783691406
2076,137.69377136230472,-107.94286346435548,118.62027740478516,494.6784362792969
2077,125.05664825439452,-122.05350494384766,115.21322631835938,480.83331298828125
2078,120.20599365234376,-120.04891967773438,113.33580017089844,482.6097717285156
2079,123.35872650146484,-109.76419067382812,122.3863525390625,492.68505859375
2080,129.09573364257812,-107.81944274902344,124.43582153320312,511.72491455078125
2081,121.82910919189452,-116.2641372680664,123.4036102294922,505.4530944824219
2082,113.4853973388672,-120.20973205566406,116.03600311279295,495.8826904296875
2083,113.71726989746094,-125.04916381835938,117.2028579711914,498.706298828125
2084,131.36212158203122,-114.6746826171875,126.36186981201172,509.0059814453125
2085,124.63777923583984,-116.66805267333984,123.83744049072266,499.3346252441406
2086,121.06243133544922,-117.685302734375,124.71631622314452,486.52545166015625
2087,133.4078369140625,-117.29634857177734,129.13313293457028,486.7199401855469
2088,140.068603515625,-114.88785552978516,131.38081359863278,497.6628723144531
2089,134.49241638183594,-116.70919036865234,132.62994384765622,486.3982849121094
2090,122.44245147705078,-120.88665771484376,120.99137115478516,475.1449279785156
2091,127.71197509765624,-117.2028579711914,126.1412124633789,482.108642578125
2092,137.40205383300778,-111.09185791015624,124.74996948242188,488.0588073730469
2093,128.6656494140625,-117.4870834350586,119.55525207519531,481.4092712402344
2094,115.396484375,-134.39517211914062,115.05241394042969,481.4504089355469
2095,124.29370880126952,-122.67433166503906,120.70713806152344,490.231689453125
2096,133.55743408203122,-114.40914916992188,123.69905853271484,500.5912170410156
2097,131.72862243652344,-113.91921997070312,126.26837158203124,502.9249267578125
2098,126.63488006591795,-126.1150360107422,118.5529556274414,491.8361206054688
2099,140.56974792480472,-118.11913299560548,123.8075180053711,506.3693542480469
