,T7,F8,Cz,P4
2000,-190.6675720214844,-150.9236602783203,224.3865203857422,-32.17248916625977
2001,-195.9408416748047,-146.73870849609375,220.04075622558597,-58.99505233764648
2002,-176.80003356933594,-136.39041137695312,233.23138427734372,-5.480823516845703
2003,-184.758544921875,-135.23478698730472,223.4702453613281,-57.62250900268555
2004,-180.06121826171875,-138.48849487304688,229.5737609863281,-35.272865295410156
2005,-184.2873077392578,-119.45614624023438,237.4163360595703,-25.687501907348636
2006,-183.36729431152344,-147.39320373535156,219.4760284423828,-40.78921890258789
2007,-173.11996459960938,-125.07347106933594,232.63299560546875,-31.52548599243164
2008,-183.2364044189453,-142.81556701660156,231.83639526367188,-41.88127136230469
2009,-190.6152191162109,-131.52105712890622,232.5731658935547,-35.06717300415039
2010,-184.52853393554688,-133.624755859375,229.49148559570312,-38.41812133789063
2011,-177.89768981933594,-117.3038330078125,240.0716552734375,-34.2967529296875
2012,-179.06080627441406,-139.29444885253906,239.78369140625,-39.36805725097656
2013,-179.2926788330078,-125.6961669921875,244.19302368164062,-23.98584747314453
2014,-152.72442626953125,-115.25811004638672,246.16769409179688,-49.35358810424805
2015,-204.74642944335938,-138.04905700683594,225.5458831787109,-60.98468017578125
2016,-188.9528350830078,-133.63597106933594,236.9712829589844,-59.6794548034668
2017,-181.9068603515625,-121.41397857666016,242.59608459472656,-27.67338943481445
2018,-181.1513977050781,-131.49674987792972,234.4505920410156,-50.5653190612793
2019,-172.51223754882812,-137.06546020507812,232.3599853515625,-50.2549057006836
2020,-190.14585876464844,-147.4100341796875,229.1062774658203,-50.85702896118164
2021,-183.26071166992188,-131.63139343261722,237.4013671875,-26.70849609375
2022,-184.13584899902344,-137.91067504882812,224.82781982421875,-31.71996116638184
2023,-194.98529052734372,-151.08261108398438,217.5612030029297,-37.3372917175293
2024,-188.3133087158203,-134.4288330078125,226.33126831054688,-20.62367820739746
2025,-195.0039978027344,-135.84999084472656,228.52284240722656,-28.66446304321289
2026,-177.35166931152344,-125.65129089355469,229.431640625,-36.77256774902344
2027,-168.99673461914062,-143.06800842285156,232.2814483642578,-33.00648880004883
2028,-179.7564239501953,-143.38589477539062,231.61573791503903,-39.13244247436523
2029,-181.16636657714844,-141.26910400390625,241.07020568847656,-35.523441314697266
2030,-174.82723999023438,-140.27803039550778,236.8104705810547,-39.30073928833008
2031,-173.7351837158203,-134.0885009765625,238.14561462402344,-40.77425765991211
2032,-172.98719787597656,-128.83393859863278,247.76837158203125,-36.230281829833984
2033,-181.7310943603516,-133.81922912597656,240.2549133300781,-12.98680305480957
2034,-179.80877685546875,-132.88800048828122,233.22764587402344,-85.64557647705078
2035,-177.72940063476562,-120.17981719970705,235.7146759033203,-57.30461883544922
2036,-175.05162048339844,-129.29768371582028,240.80093383789062,-53.85268783569336
2037,-176.62986755371094,-130.34486389160156,248.6584625244141,-35.95726776123047
2038,-161.1279754638672,-121.08860778808594,247.1625061035156,-49.4957046508789
2039,-189.8578948974609,-136.40350341796878,237.07974243164062,-46.141014099121094
2040,-194.9254608154297,-149.84095764160156,222.8344573974609,-42.18420028686523
2041,-181.607666015625,-141.4561004638672,233.1266632080078,-28.69438171386719
2042,-190.14959716796875,-152.08116149902344,218.234375,-27.183462142944336
2043,-180.99432373046875,-151.7557830810547,221.43572998046875,-27.897783279418945
2044,-182.6735382080078,-147.9036865234375,224.86148071289062,-24.53187370300293
2045,-182.60997009277344,-108.38790893554688,233.4707336425781,-17.298906326293945
2046,-182.9241180419922,-148.22532653808594,221.1963806152344,-34.67074203491211
2047,-191.7427978515625,-160.65301513671875,220.32498168945312,-32.41184234619141
2048,-188.19737243652344,-156.6737518310547,231.33151245117188,-33.414134979248054
2049,-182.7408599853516,-135.47975158691406,243.7180633544922,-19.59894561767578
2050,-174.28494262695312,-140.85023498535156,226.69403076171875,-37.92819595336914
2051,-197.0010986328125,-143.76736450195312,221.0355682373047,-30.788726806640625
2052,-182.968994140625,-134.60835266113278,232.4459991455078,-56.37712097167969
2053,-179.4534912109375,-130.58047485351562,237.30413818359372,-43.624061584472656
2054,-179.917236328125,-132.95906066894528,232.80877685546875,-39.67472839355469
2055,-181.97792053222656,-129.42485046386722,232.236572265625,-45.96150207519531
2056,-178.65689086914062,-126.5376434326172,241.732177734375,-39.21097946166992
2057,-173.45094299316406,-126.1786117553711,236.72817993164062,-46.25695419311523
2058,-176.43165588378906,-138.3258056640625,229.3979797363281,-54.43985366821289
2059,-183.78428649902344,-135.06088256835938,219.3413848876953,-49.43212890625
2060,-159.54974365234375,-128.90499877929688,246.66136169433597,-37.0268783569336
2061,-218.4606475830078,-144.25729370117188,224.3341522216797,-37.18769454956055
2062,-190.96116638183597,-135.72657775878906,219.771484375,-62.26746368408203
2063,-192.9096527099609,-133.90898132324222,229.12496948242188,-40.60222244262695
2064,-183.4477081298828,-138.33328247070312,229.5587921142578,-34.77545928955078
2065,-185.8487243652344,-126.25341033935548,230.4638519287109,-31.439468383789066
2066,-189.3492584228516,-136.28756713867188,224.3528594970703,-26.7496337890625
2067,-185.9758758544922,-130.04566955566406,224.5286407470703,-26.3270263671875
2068,-184.659423828125,-158.4763946533203,224.0200042724609,-40.46384811401367
2069,-188.0066375732422,-148.3337860107422,226.73516845703125,-40.07115936279297
2070,-163.3382568359375,-148.52452087402344,237.319091796875,-1.6062870025634766
2071,-173.0470428466797,-143.47564697265625,225.8413391113281,-61.14923477172852
2072,-183.45144653320312,-150.63755798339844,226.76882934570312,-53.14584732055664
2073,-173.7351837158203,-138.67735290527344,240.59898376464844,-39.06138610839844
2074,-171.71189880371094,-133.800537109375,234.7647399902344,-49.39846801757813
2075,-175.83700561523438,-133.99127197265622,234.66749572753903,-69.61262512207031
2076,-175.41065979003906,-122.52473449707031,247.0839691162109,-55.9171142578125
